,metric,sample,value,cell_type_level,cell_type,hierarchy
11,f1score,NL03,0.1693548387096774,cell_type_level_2,T cell,final_gate_3
12,f1score,NL05,0.4984311967727476,cell_type_level_2,T cell,final_gate_3
13,f1score,NL07,0.11538461538461538,cell_type_level_2,T cell,final_gate_3
14,f1score,NL09,0.2635658914728682,cell_type_level_2,T cell,final_gate_3
0,precision,NL01,0.5901287553648069,cell_type_level_2,T cell,final_gate_4
1,precision,NL03,0.21768707482993196,cell_type_level_2,T cell,final_gate_4
2,precision,NL05,0.6729776247848537,cell_type_level_2,T cell,final_gate_4
3,precision,NL07,0.1111111111111111,cell_type_level_2,T cell,final_gate_4
4,precision,NL09,0.5714285714285714,cell_type_level_2,T cell,final_gate_4
5,recall,NL01,0.3962536023054755,cell_type_level_2,T cell,final_gate_4
6,recall,NL03,0.16666666666666666,cell_type_level_2,T cell,final_gate_4
7,recall,NL05,0.2924457741211668,cell_type_level_2,T cell,final_gate_4
8,recall,NL07,0.09523809523809523,cell_type_level_2,T cell,final_gate_4
9,recall,NL09,0.16279069767441862,cell_type_level_2,T cell,final_gate_4
10,f1score,NL01,0.4741379310344828,cell_type_level_2,T cell,final_gate_4
11,f1score,NL03,0.18879056047197637,cell_type_level_2,T cell,final_gate_4
12,f1score,NL05,0.40771637122002086,cell_type_level_2,T cell,final_gate_4
13,f1score,NL07,0.10256410256410256,cell_type_level_2,T cell,final_gate_4
14,f1score,NL09,0.25339366515837103,cell_type_level_2,T cell,final_gate_4
0,precision,NL01,0.9316546762589928,cell_type_level_2,T cell,final_gate_5
1,precision,NL03,0.34782608695652173,cell_type_level_2,T cell,final_gate_5
2,precision,NL05,0.7387914230019493,cell_type_level_2,T cell,final_gate_5
3,precision,NL07,0.18181818181818182,cell_type_level_2,T cell,final_gate_5
4,precision,NL09,0.6842105263157895,cell_type_level_2,T cell,final_gate_5
5,recall,NL01,0.37319884726224783,cell_type_level_2,T cell,final_gate_5
6,recall,NL03,0.16666666666666666,cell_type_level_2,T cell,final_gate_5
7,recall,NL05,0.28347045624532535,cell_type_level_2,T cell,final_gate_5
8,recall,NL07,0.09523809523809523,cell_type_level_2,T cell,final_gate_5
9,recall,NL09,0.1511627906976744,cell_type_level_2,T cell,final_gate_5
10,f1score,NL01,0.5329218106995884,cell_type_level_2,T cell,final_gate_5
11,f1score,NL03,0.22535211267605634,cell_type_level_2,T cell,final_gate_5
12,f1score,NL05,0.40972972972972976,cell_type_level_2,T cell,final_gate_5
13,f1score,NL07,0.125,cell_type_level_2,T cell,final_gate_5
14,f1score,NL09,0.24761904761904763,cell_type_level_2,T cell,final_gate_5
0,precision,NL01,0.1147011308562197,cell_type_level_2,cDC,final_gate_1
1,precision,NL03,0.1420345489443378,cell_type_level_2,cDC,final_gate_1
2,precision,NL05,0.18586387434554974,cell_type_level_2,cDC,final_gate_1
3,precision,NL07,0.14814814814814814,cell_type_level_2,cDC,final_gate_1
4,precision,NL09,0.23053435114503817,cell_type_level_2,cDC,final_gate_1
5,recall,NL01,0.4863013698630137,cell_type_level_2,cDC,final_gate_1
6,recall,NL03,0.6324786324786325,cell_type_level_2,cDC,final_gate_1
7,recall,NL05,0.4176470588235294,cell_type_level_2,cDC,final_gate_1
8,recall,NL07,0.8205128205128205,cell_type_level_2,cDC,final_gate_1
9,recall,NL09,0.7905759162303665,cell_type_level_2,cDC,final_gate_1
10,f1score,NL01,0.18562091503267972,cell_type_level_2,cDC,final_gate_1
11,f1score,NL03,0.23197492163009406,cell_type_level_2,cDC,final_gate_1
12,f1score,NL05,0.25724637681159424,cell_type_level_2,cDC,final_gate_1
13,f1score,NL07,0.25098039215686274,cell_type_level_2,cDC,final_gate_1
14,f1score,NL09,0.35697399527186763,cell_type_level_2,cDC,final_gate_1
0,precision,NL01,0.918918918918919,cell_type_level_2,cDC,final_gate_2
1,precision,NL03,0.7640449438202247,cell_type_level_2,cDC,final_gate_2
2,precision,NL05,0.788235294117647,cell_type_level_2,cDC,final_gate_2
3,precision,NL07,0.7631578947368421,cell_type_level_2,cDC,final_gate_2
4,precision,NL09,0.863905325443787,cell_type_level_2,cDC,final_gate_2
5,recall,NL01,0.4657534246575342,cell_type_level_2,cDC,final_gate_2
6,recall,NL03,0.5811965811965812,cell_type_level_2,cDC,final_gate_2
7,recall,NL05,0.3941176470588235,cell_type_level_2,cDC,final_gate_2
8,recall,NL07,0.7435897435897436,cell_type_level_2,cDC,final_gate_2
9,recall,NL09,0.7643979057591623,cell_type_level_2,cDC,final_gate_2
10,f1score,NL01,0.6181818181818182,cell_type_level_2,cDC,final_gate_2
11,f1score,NL03,0.6601941747572816,cell_type_level_2,cDC,final_gate_2
12,f1score,NL05,0.5254901960784313,cell_type_level_2,cDC,final_gate_2
13,f1score,NL07,0.7532467532467534,cell_type_level_2,cDC,final_gate_2
14,f1score,NL09,0.8111111111111111,cell_type_level_2,cDC,final_gate_2
0,precision,NL01,0.9710144927536232,cell_type_level_2,cDC,final_gate_3
1,precision,NL03,0.918918918918919,cell_type_level_2,cDC,final_gate_3
2,precision,NL05,0.9705882352941176,cell_type_level_2,cDC,final_gate_3
3,precision,NL07,0.90625,cell_type_level_2,cDC,final_gate_3
4,precision,NL09,0.9731543624161074,cell_type_level_2,cDC,final_gate_3
5,recall,NL01,0.4589041095890411,cell_type_level_2,cDC,final_gate_3
6,recall,NL03,0.5811965811965812,cell_type_level_2,cDC,final_gate_3
7,recall,NL05,0.38823529411764707,cell_type_level_2,cDC,final_gate_3
8,recall,NL07,0.7435897435897436,cell_type_level_2,cDC,final_gate_3
9,recall,NL09,0.7591623036649214,cell_type_level_2,cDC,final_gate_3
10,f1score,NL01,0.6232558139534884,cell_type_level_2,cDC,final_gate_3
11,f1score,NL03,0.712041884816754,cell_type_level_2,cDC,final_gate_3
12,f1score,NL05,0.5546218487394958,cell_type_level_2,cDC,final_gate_3
13,f1score,NL07,0.8169014084507042,cell_type_level_2,cDC,final_gate_3
14,f1score,NL09,0.8529411764705881,cell_type_level_2,cDC,final_gate_3
0,precision,NL01,0.9705882352941176,cell_type_level_2,cDC,final_gate_4
1,precision,NL03,1.0,cell_type_level_2,cDC,final_gate_4
2,precision,NL05,0.9850746268656716,cell_type_level_2,cDC,final_gate_4
3,precision,NL07,1.0,cell_type_level_2,cDC,final_gate_4
4,precision,NL09,1.0,cell_type_level_2,cDC,final_gate_4
5,recall,NL01,0.4520547945205479,cell_type_level_2,cDC,final_gate_4
6,recall,NL03,0.5726495726495726,cell_type_level_2,cDC,final_gate_4
7,recall,NL05,0.38823529411764707,cell_type_level_2,cDC,final_gate_4
8,recall,NL07,0.7435897435897436,cell_type_level_2,cDC,final_gate_4
9,recall,NL09,0.7382198952879581,cell_type_level_2,cDC,final_gate_4
10,f1score,NL01,0.616822429906542,cell_type_level_2,cDC,final_gate_4
11,f1score,NL03,0.7282608695652174,cell_type_level_2,cDC,final_gate_4
12,f1score,NL05,0.5569620253164558,cell_type_level_2,cDC,final_gate_4
13,f1score,NL07,0.8529411764705882,cell_type_level_2,cDC,final_gate_4
14,f1score,NL09,0.8493975903614458,cell_type_level_2,cDC,final_gate_4
0,precision,NL01,0.984375,cell_type_level_2,cDC,final_gate_5
1,precision,NL03,1.0,cell_type_level_2,cDC,final_gate_5
2,precision,NL05,1.0,cell_type_level_2,cDC,final_gate_5
3,precision,NL07,1.0,cell_type_level_2,cDC,final_gate_5
4,precision,NL09,1.0,cell_type_level_2,cDC,final_gate_5
5,recall,NL01,0.4315068493150685,cell_type_level_2,cDC,final_gate_5
6,recall,NL03,0.5726495726495726,cell_type_level_2,cDC,final_gate_5
7,recall,NL05,0.3764705882352941,cell_type_level_2,cDC,final_gate_5
8,recall,NL07,0.7435897435897436,cell_type_level_2,cDC,final_gate_5
9,recall,NL09,0.7277486910994765,cell_type_level_2,cDC,final_gate_5
10,f1score,NL01,0.6000000000000001,cell_type_level_2,cDC,final_gate_5
11,f1score,NL03,0.7282608695652174,cell_type_level_2,cDC,final_gate_5
12,f1score,NL05,0.547008547008547,cell_type_level_2,cDC,final_gate_5
13,f1score,NL07,0.8529411764705882,cell_type_level_2,cDC,final_gate_5
14,f1score,NL09,0.8424242424242425,cell_type_level_2,cDC,final_gate_5
0,precision,NL01,0.9285714285714286,cell_type_level_2,pDC,final_gate_1
1,precision,NL03,0.7142857142857143,cell_type_level_2,pDC,final_gate_1
2,precision,NL05,0.8888888888888888,cell_type_level_2,pDC,final_gate_1
3,precision,NL07,0.75,cell_type_level_2,pDC,final_gate_1
4,precision,NL09,0.45454545454545453,cell_type_level_2,pDC,final_gate_1
5,recall,NL01,0.5652173913043478,cell_type_level_2,pDC,final_gate_1
6,recall,NL03,0.6896551724137931,cell_type_level_2,pDC,final_gate_1
7,recall,NL05,0.6511627906976745,cell_type_level_2,pDC,final_gate_1
8,recall,NL07,0.5,cell_type_level_2,pDC,final_gate_1
9,recall,NL09,0.38461538461538464,cell_type_level_2,pDC,final_gate_1
10,f1score,NL01,0.7027027027027025,cell_type_level_2,pDC,final_gate_1
11,f1score,NL03,0.7017543859649122,cell_type_level_2,pDC,final_gate_1
12,f1score,NL05,0.7516778523489932,cell_type_level_2,pDC,final_gate_1
13,f1score,NL07,0.6,cell_type_level_2,pDC,final_gate_1
14,f1score,NL09,0.41666666666666663,cell_type_level_2,pDC,final_gate_1
0,precision,NL01,1.0,cell_type_level_2,pDC,final_gate_2
1,precision,NL03,1.0,cell_type_level_2,pDC,final_gate_2
2,precision,NL05,1.0,cell_type_level_2,pDC,final_gate_2
3,precision,NL07,1.0,cell_type_level_2,pDC,final_gate_2
4,precision,NL09,0.8333333333333334,cell_type_level_2,pDC,final_gate_2
5,recall,NL01,0.5652173913043478,cell_type_level_2,pDC,final_gate_2
6,recall,NL03,0.6896551724137931,cell_type_level_2,pDC,final_gate_2
7,recall,NL05,0.627906976744186,cell_type_level_2,pDC,final_gate_2
8,recall,NL07,0.5,cell_type_level_2,pDC,final_gate_2
9,recall,NL09,0.38461538461538464,cell_type_level_2,pDC,final_gate_2
10,f1score,NL01,0.7222222222222222,cell_type_level_2,pDC,final_gate_2
11,f1score,NL03,0.8163265306122449,cell_type_level_2,pDC,final_gate_2
12,f1score,NL05,0.7714285714285715,cell_type_level_2,pDC,final_gate_2
13,f1score,NL07,0.6666666666666666,cell_type_level_2,pDC,final_gate_2
14,f1score,NL09,0.5263157894736842,cell_type_level_2,pDC,final_gate_2
0,precision,NL01,1.0,cell_type_level_2,pDC,final_gate_3
1,precision,NL03,1.0,cell_type_level_2,pDC,final_gate_3
2,precision,NL05,1.0,cell_type_level_2,pDC,final_gate_3
3,precision,NL07,1.0,cell_type_level_2,pDC,final_gate_3
4,precision,NL09,0.8,cell_type_level_2,pDC,final_gate_3
5,recall,NL01,0.5652173913043478,cell_type_level_2,pDC,final_gate_3
6,recall,NL03,0.6896551724137931,cell_type_level_2,pDC,final_gate_3
7,recall,NL05,0.6046511627906976,cell_type_level_2,pDC,final_gate_3
8,recall,NL07,0.5,cell_type_level_2,pDC,final_gate_3
9,recall,NL09,0.3076923076923077,cell_type_level_2,pDC,final_gate_3
10,f1score,NL01,0.7222222222222222,cell_type_level_2,pDC,final_gate_3
11,f1score,NL03,0.8163265306122449,cell_type_level_2,pDC,final_gate_3
12,f1score,NL05,0.7536231884057971,cell_type_level_2,pDC,final_gate_3
13,f1score,NL07,0.6666666666666666,cell_type_level_2,pDC,final_gate_3
14,f1score,NL09,0.4444444444444444,cell_type_level_2,pDC,final_gate_3
0,precision,NL01,1.0,cell_type_level_2,pDC,final_gate_4
1,precision,NL03,1.0,cell_type_level_2,pDC,final_gate_4
2,precision,NL05,1.0,cell_type_level_2,pDC,final_gate_4
3,precision,NL07,1.0,cell_type_level_2,pDC,final_gate_4
4,precision,NL09,0.75,cell_type_level_2,pDC,final_gate_4
5,recall,NL01,0.5652173913043478,cell_type_level_2,pDC,final_gate_4
6,recall,NL03,0.6896551724137931,cell_type_level_2,pDC,final_gate_4
7,recall,NL05,0.6046511627906976,cell_type_level_2,pDC,final_gate_4
8,recall,NL07,0.5,cell_type_level_2,pDC,final_gate_4
9,recall,NL09,0.23076923076923078,cell_type_level_2,pDC,final_gate_4
10,f1score,NL01,0.7222222222222222,cell_type_level_2,pDC,final_gate_4
11,f1score,NL03,0.8163265306122449,cell_type_level_2,pDC,final_gate_4
12,f1score,NL05,0.7536231884057971,cell_type_level_2,pDC,final_gate_4
13,f1score,NL07,0.6666666666666666,cell_type_level_2,pDC,final_gate_4
14,f1score,NL09,0.3529411764705882,cell_type_level_2,pDC,final_gate_4
0,precision,NL01,1.0,cell_type_level_2,pDC,final_gate_5
1,precision,NL03,1.0,cell_type_level_2,pDC,final_gate_5
2,precision,NL05,1.0,cell_type_level_2,pDC,final_gate_5
3,precision,NL07,1.0,cell_type_level_2,pDC,final_gate_5
4,precision,NL09,0.75,cell_type_level_2,pDC,final_gate_5
5,recall,NL01,0.5652173913043478,cell_type_level_2,pDC,final_gate_5
6,recall,NL03,0.6896551724137931,cell_type_level_2,pDC,final_gate_5
7,recall,NL05,0.6046511627906976,cell_type_level_2,pDC,final_gate_5
8,recall,NL07,0.5,cell_type_level_2,pDC,final_gate_5
9,recall,NL09,0.23076923076923078,cell_type_level_2,pDC,final_gate_5
10,f1score,NL01,0.7222222222222222,cell_type_level_2,pDC,final_gate_5
11,f1score,NL03,0.8163265306122449,cell_type_level_2,pDC,final_gate_5
12,f1score,NL05,0.7536231884057971,cell_type_level_2,pDC,final_gate_5
13,f1score,NL07,0.6666666666666666,cell_type_level_2,pDC,final_gate_5
14,f1score,NL09,0.3529411764705882,cell_type_level_2,pDC,final_gate_5
0,precision,NL01,0.9246849062403935,cell_type_level_2,Classical monocyte,final_gate_1
1,precision,NL03,0.9398058252427185,cell_type_level_2,Classical monocyte,final_gate_1
2,precision,NL05,0.9536163522012578,cell_type_level_2,Classical monocyte,final_gate_1
3,precision,NL07,0.9588336192109777,cell_type_level_2,Classical monocyte,final_gate_1
4,precision,NL09,0.9465357337697763,cell_type_level_2,Classical monocyte,final_gate_1
5,recall,NL01,0.991430454845089,cell_type_level_2,Classical monocyte,final_gate_1
6,recall,NL03,0.9907881269191402,cell_type_level_2,Classical monocyte,final_gate_1
7,recall,NL05,0.9778315195485692,cell_type_level_2,Classical monocyte,final_gate_1
8,recall,NL07,0.978984238178634,cell_type_level_2,Classical monocyte,final_gate_1
9,recall,NL09,0.9863558840250142,cell_type_level_2,Classical monocyte,final_gate_1
10,f1score,NL01,0.956895180531255,cell_type_level_2,Classical monocyte,final_gate_1
11,f1score,NL03,0.9646238166417539,cell_type_level_2,Classical monocyte,final_gate_1
12,f1score,NL05,0.9655721393034826,cell_type_level_2,Classical monocyte,final_gate_1
13,f1score,NL07,0.9688041594454073,cell_type_level_2,Classical monocyte,final_gate_1
14,f1score,NL09,0.9660356347438752,cell_type_level_2,Classical monocyte,final_gate_1
0,precision,NL01,0.9610180412371134,cell_type_level_2,Classical monocyte,final_gate_2
1,precision,NL03,0.9881748071979435,cell_type_level_2,Classical monocyte,final_gate_2
2,precision,NL05,0.9828990228013029,cell_type_level_2,Classical monocyte,final_gate_2
3,precision,NL07,0.9893428063943162,cell_type_level_2,Classical monocyte,final_gate_2
4,precision,NL09,0.9868496283590623,cell_type_level_2,Classical monocyte,final_gate_2
5,recall,NL01,0.9831905075807514,cell_type_level_2,Classical monocyte,final_gate_2
6,recall,NL03,0.9836233367451381,cell_type_level_2,Classical monocyte,final_gate_2
7,recall,NL05,0.9729947601773479,cell_type_level_2,Classical monocyte,final_gate_2
8,recall,NL07,0.9754816112084063,cell_type_level_2,Classical monocyte,final_gate_2
9,recall,NL09,0.9812393405343945,cell_type_level_2,Classical monocyte,final_gate_2
10,f1score,NL01,0.9719778429455849,cell_type_level_2,Classical monocyte,final_gate_2
11,f1score,NL03,0.9858938189279302,cell_type_level_2,Classical monocyte,final_gate_2
12,f1score,NL05,0.9779218148673282,cell_type_level_2,Classical monocyte,final_gate_2
13,f1score,NL07,0.982363315696649,cell_type_level_2,Classical monocyte,final_gate_2
14,f1score,NL09,0.9840364880273661,cell_type_level_2,Classical monocyte,final_gate_2
0,precision,NL01,0.962508080155139,cell_type_level_2,Classical monocyte,final_gate_3
1,precision,NL03,0.9886831275720165,cell_type_level_2,Classical monocyte,final_gate_3
2,precision,NL05,0.9836867862969005,cell_type_level_2,Classical monocyte,final_gate_3
3,precision,NL07,0.9893238434163701,cell_type_level_2,Classical monocyte,final_gate_3
4,precision,NL09,0.9868421052631579,cell_type_level_2,Classical monocyte,final_gate_3
5,recall,NL01,0.981542518127884,cell_type_level_2,Classical monocyte,final_gate_3
6,recall,NL03,0.9836233367451381,cell_type_level_2,Classical monocyte,final_gate_3
7,recall,NL05,0.9721886336154776,cell_type_level_2,Classical monocyte,final_gate_3
8,recall,NL07,0.9737302977232924,cell_type_level_2,Classical monocyte,final_gate_3
9,recall,NL09,0.9806708357021034,cell_type_level_2,Classical monocyte,final_gate_3
10,f1score,NL01,0.9719321148825066,cell_type_level_2,Classical monocyte,final_gate_3
11,f1score,NL03,0.9861467419189328,cell_type_level_2,Classical monocyte,final_gate_3
12,f1score,NL05,0.9779039124265154,cell_type_level_2,Classical monocyte,final_gate_3
13,f1score,NL07,0.9814651368049426,cell_type_level_2,Classical monocyte,final_gate_3
14,f1score,NL09,0.9837467921300256,cell_type_level_2,Classical monocyte,final_gate_3
0,precision,NL01,0.962771123340887,cell_type_level_2,Classical monocyte,final_gate_4
1,precision,NL03,0.9886831275720165,cell_type_level_2,Classical monocyte,final_gate_4
2,precision,NL05,0.9836867862969005,cell_type_level_2,Classical monocyte,final_gate_4
3,precision,NL07,0.9893238434163701,cell_type_level_2,Classical monocyte,final_gate_4
4,precision,NL09,0.9868421052631579,cell_type_level_2,Classical monocyte,final_gate_4
5,recall,NL01,0.98022412656559,cell_type_level_2,Classical monocyte,final_gate_4
6,recall,NL03,0.9836233367451381,cell_type_level_2,Classical monocyte,final_gate_4
7,recall,NL05,0.9721886336154776,cell_type_level_2,Classical monocyte,final_gate_4
8,recall,NL07,0.9737302977232924,cell_type_level_2,Classical monocyte,final_gate_4
9,recall,NL09,0.9806708357021034,cell_type_level_2,Classical monocyte,final_gate_4
10,f1score,NL01,0.9714192389351625,cell_type_level_2,Classical monocyte,final_gate_4
11,f1score,NL03,0.9861467419189328,cell_type_level_2,Classical monocyte,final_gate_4
12,f1score,NL05,0.9779039124265154,cell_type_level_2,Classical monocyte,final_gate_4
13,f1score,NL07,0.9814651368049426,cell_type_level_2,Classical monocyte,final_gate_4
14,f1score,NL09,0.9837467921300256,cell_type_level_2,Classical monocyte,final_gate_4
0,precision,NL01,0.962771123340887,cell_type_level_2,Classical monocyte,final_gate_5
1,precision,NL03,0.9886714727085479,cell_type_level_2,Classical monocyte,final_gate_5
2,precision,NL05,0.9836734693877551,cell_type_level_2,Classical monocyte,final_gate_5
3,precision,NL07,0.9893238434163701,cell_type_level_2,Classical monocyte,final_gate_5
4,precision,NL09,0.9868421052631579,cell_type_level_2,Classical monocyte,final_gate_5
5,recall,NL01,0.98022412656559,cell_type_level_2,Classical monocyte,final_gate_5
6,recall,NL03,0.9825997952917093,cell_type_level_2,Classical monocyte,final_gate_5
7,recall,NL05,0.9713825070536074,cell_type_level_2,Classical monocyte,final_gate_5
8,recall,NL07,0.9737302977232924,cell_type_level_2,Classical monocyte,final_gate_5
9,recall,NL09,0.9806708357021034,cell_type_level_2,Classical monocyte,final_gate_5
10,f1score,NL01,0.9714192389351625,cell_type_level_2,Classical monocyte,final_gate_5
11,f1score,NL03,0.9856262833675564,cell_type_level_2,Classical monocyte,final_gate_5
12,f1score,NL05,0.977489353072399,cell_type_level_2,Classical monocyte,final_gate_5
13,f1score,NL07,0.9814651368049426,cell_type_level_2,Classical monocyte,final_gate_5
14,f1score,NL09,0.9837467921300256,cell_type_level_2,Classical monocyte,final_gate_5
0,precision,NL01,0.45364238410596025,cell_type_level_2,Intermediate monocyte,final_gate_1
1,precision,NL03,0.25,cell_type_level_2,Intermediate monocyte,final_gate_1
2,precision,NL05,0.30526315789473685,cell_type_level_2,Intermediate monocyte,final_gate_1
3,precision,NL07,0.42857142857142855,cell_type_level_2,Intermediate monocyte,final_gate_1
4,precision,NL09,0.19161676646706588,cell_type_level_2,Intermediate monocyte,final_gate_1
5,recall,NL01,0.5169811320754717,cell_type_level_2,Intermediate monocyte,final_gate_1
6,recall,NL03,0.45081967213114754,cell_type_level_2,Intermediate monocyte,final_gate_1
7,recall,NL05,0.3333333333333333,cell_type_level_2,Intermediate monocyte,final_gate_1
8,recall,NL07,0.42857142857142855,cell_type_level_2,Intermediate monocyte,final_gate_1
9,recall,NL09,0.3950617283950617,cell_type_level_2,Intermediate monocyte,final_gate_1
10,f1score,NL01,0.48324514991181655,cell_type_level_2,Intermediate monocyte,final_gate_1
11,f1score,NL03,0.32163742690058483,cell_type_level_2,Intermediate monocyte,final_gate_1
12,f1score,NL05,0.31868131868131866,cell_type_level_2,Intermediate monocyte,final_gate_1
13,f1score,NL07,0.42857142857142855,cell_type_level_2,Intermediate monocyte,final_gate_1
14,f1score,NL09,0.2580645161290323,cell_type_level_2,Intermediate monocyte,final_gate_1
0,precision,NL01,0.5990566037735849,cell_type_level_2,Intermediate monocyte,final_gate_2
1,precision,NL03,0.7611940298507462,cell_type_level_2,Intermediate monocyte,final_gate_2
2,precision,NL05,0.6363636363636364,cell_type_level_2,Intermediate monocyte,final_gate_2
3,precision,NL07,0.7272727272727273,cell_type_level_2,Intermediate monocyte,final_gate_2
4,precision,NL09,0.5909090909090909,cell_type_level_2,Intermediate monocyte,final_gate_2
5,recall,NL01,0.47924528301886793,cell_type_level_2,Intermediate monocyte,final_gate_2
6,recall,NL03,0.4180327868852459,cell_type_level_2,Intermediate monocyte,final_gate_2
7,recall,NL05,0.3218390804597701,cell_type_level_2,Intermediate monocyte,final_gate_2
8,recall,NL07,0.38095238095238093,cell_type_level_2,Intermediate monocyte,final_gate_2
9,recall,NL09,0.32098765432098764,cell_type_level_2,Intermediate monocyte,final_gate_2
10,f1score,NL01,0.5324947589098532,cell_type_level_2,Intermediate monocyte,final_gate_2
11,f1score,NL03,0.5396825396825398,cell_type_level_2,Intermediate monocyte,final_gate_2
12,f1score,NL05,0.4274809160305344,cell_type_level_2,Intermediate monocyte,final_gate_2
13,f1score,NL07,0.5,cell_type_level_2,Intermediate monocyte,final_gate_2
14,f1score,NL09,0.416,cell_type_level_2,Intermediate monocyte,final_gate_2
0,precision,NL01,0.6138613861386139,cell_type_level_2,Intermediate monocyte,final_gate_3
1,precision,NL03,0.7777777777777778,cell_type_level_2,Intermediate monocyte,final_gate_3
2,precision,NL05,0.6341463414634146,cell_type_level_2,Intermediate monocyte,final_gate_3
3,precision,NL07,0.7,cell_type_level_2,Intermediate monocyte,final_gate_3
4,precision,NL09,0.6756756756756757,cell_type_level_2,Intermediate monocyte,final_gate_3
5,recall,NL01,0.4679245283018868,cell_type_level_2,Intermediate monocyte,final_gate_3
6,recall,NL03,0.4016393442622951,cell_type_level_2,Intermediate monocyte,final_gate_3
7,recall,NL05,0.2988505747126437,cell_type_level_2,Intermediate monocyte,final_gate_3
8,recall,NL07,0.3333333333333333,cell_type_level_2,Intermediate monocyte,final_gate_3
9,recall,NL09,0.30864197530864196,cell_type_level_2,Intermediate monocyte,final_gate_3
10,f1score,NL01,0.5310492505353319,cell_type_level_2,Intermediate monocyte,final_gate_3
11,f1score,NL03,0.5297297297297298,cell_type_level_2,Intermediate monocyte,final_gate_3
12,f1score,NL05,0.40625000000000006,cell_type_level_2,Intermediate monocyte,final_gate_3
13,f1score,NL07,0.45161290322580644,cell_type_level_2,Intermediate monocyte,final_gate_3
14,f1score,NL09,0.423728813559322,cell_type_level_2,Intermediate monocyte,final_gate_3
0,precision,NL01,0.6256410256410256,cell_type_level_2,Intermediate monocyte,final_gate_4
1,precision,NL03,0.8135593220338984,cell_type_level_2,Intermediate monocyte,final_gate_4
2,precision,NL05,0.7027027027027027,cell_type_level_2,Intermediate monocyte,final_gate_4
3,precision,NL07,1.0,cell_type_level_2,Intermediate monocyte,final_gate_4
4,precision,NL09,0.7058823529411765,cell_type_level_2,Intermediate monocyte,final_gate_4
5,recall,NL01,0.46037735849056605,cell_type_level_2,Intermediate monocyte,final_gate_4
6,recall,NL03,0.39344262295081966,cell_type_level_2,Intermediate monocyte,final_gate_4
7,recall,NL05,0.2988505747126437,cell_type_level_2,Intermediate monocyte,final_gate_4
8,recall,NL07,0.3333333333333333,cell_type_level_2,Intermediate monocyte,final_gate_4
9,recall,NL09,0.2962962962962963,cell_type_level_2,Intermediate monocyte,final_gate_4
10,f1score,NL01,0.5304347826086957,cell_type_level_2,Intermediate monocyte,final_gate_4
11,f1score,NL03,0.5303867403314917,cell_type_level_2,Intermediate monocyte,final_gate_4
12,f1score,NL05,0.4193548387096775,cell_type_level_2,Intermediate monocyte,final_gate_4
13,f1score,NL07,0.5,cell_type_level_2,Intermediate monocyte,final_gate_4
14,f1score,NL09,0.41739130434782606,cell_type_level_2,Intermediate monocyte,final_gate_4
0,precision,NL01,0.6182795698924731,cell_type_level_2,Intermediate monocyte,final_gate_5
1,precision,NL03,0.8,cell_type_level_2,Intermediate monocyte,final_gate_5
2,precision,NL05,0.6666666666666666,cell_type_level_2,Intermediate monocyte,final_gate_5
3,precision,NL07,1.0,cell_type_level_2,Intermediate monocyte,final_gate_5
4,precision,NL09,0.6666666666666666,cell_type_level_2,Intermediate monocyte,final_gate_5
5,recall,NL01,0.4339622641509434,cell_type_level_2,Intermediate monocyte,final_gate_5
6,recall,NL03,0.36065573770491804,cell_type_level_2,Intermediate monocyte,final_gate_5
7,recall,NL05,0.25287356321839083,cell_type_level_2,Intermediate monocyte,final_gate_5
8,recall,NL07,0.3333333333333333,cell_type_level_2,Intermediate monocyte,final_gate_5
9,recall,NL09,0.24691358024691357,cell_type_level_2,Intermediate monocyte,final_gate_5
10,f1score,NL01,0.5099778270509978,cell_type_level_2,Intermediate monocyte,final_gate_5
11,f1score,NL03,0.4971751412429379,cell_type_level_2,Intermediate monocyte,final_gate_5
12,f1score,NL05,0.3666666666666667,cell_type_level_2,Intermediate monocyte,final_gate_5
13,f1score,NL07,0.5,cell_type_level_2,Intermediate monocyte,final_gate_5
14,f1score,NL09,0.36036036036036034,cell_type_level_2,Intermediate monocyte,final_gate_5
0,precision,NL01,0.1888111888111888,cell_type_level_2,Non-classical monocyte,final_gate_1
1,precision,NL03,0.46296296296296297,cell_type_level_2,Non-classical monocyte,final_gate_1
2,precision,NL05,0.34984984984984985,cell_type_level_2,Non-classical monocyte,final_gate_1
3,precision,NL07,0.29310344827586204,cell_type_level_2,Non-classical monocyte,final_gate_1
4,precision,NL09,0.5288640595903166,cell_type_level_2,Non-classical monocyte,final_gate_1
5,recall,NL01,0.7534883720930232,cell_type_level_2,Non-classical monocyte,final_gate_1
6,recall,NL03,0.7299270072992701,cell_type_level_2,Non-classical monocyte,final_gate_1
7,recall,NL05,0.667621776504298,cell_type_level_2,Non-classical monocyte,final_gate_1
8,recall,NL07,0.7555555555555555,cell_type_level_2,Non-classical monocyte,final_gate_1
9,recall,NL09,0.7717391304347826,cell_type_level_2,Non-classical monocyte,final_gate_1
10,f1score,NL01,0.3019571295433364,cell_type_level_2,Non-classical monocyte,final_gate_1
11,f1score,NL03,0.5665722379603398,cell_type_level_2,Non-classical monocyte,final_gate_1
12,f1score,NL05,0.4591133004926108,cell_type_level_2,Non-classical monocyte,final_gate_1
13,f1score,NL07,0.4223602484472049,cell_type_level_2,Non-classical monocyte,final_gate_1
